run_date,data_through,city,mode,forecast_date,horizon,target,model,prediction,unit
2026-07-02,2026-07-02,delhi,univariate,2026-07-03,1,PRmsl,ensemble,100005.625,Pa
2026-07-02,2026-07-02,delhi,univariate,2026-07-04,2,TMP2m,hqnn,33.045,°C
2026-07-02,2026-07-02,delhi,univariate,2026-07-04,2,TMP2m,ensemble,33.045,°C
2026-07-02,2026-07-02,delhi,univariate,2026-07-04,2,RH2m,hqnn,60.071,%
2026-07-02,2026-07-02,delhi,univariate,2026-07-04,2,RH2m,ensemble,60.071,%
2026-07-02,2026-07-02,delhi,univariate,2026-07-04,2,PRmsl,hqnn,99997.859,Pa
2026-07-02,2026-07-02,delhi,univariate,2026-07-04,2,PRmsl,ensemble,99997.859,Pa
2026-07-02,2026-07-02,delhi,univariate,2026-07-05,3,TMP2m,hqnn,31.552,°C
2026-07-02,2026-07-02,delhi,univariate,2026-07-05,3,TMP2m,ensemble,31.552,°C
2026-07-02,2026-07-02,delhi,univariate,2026-07-05,3,RH2m,hqnn,64.712,%
2026-07-02,2026-07-02,delhi,univariate,2026-07-05,3,RH2m,ensemble,64.712,%
2026-07-02,2026-07-02,delhi,univariate,2026-07-05,3,PRmsl,hqnn,99956.453,Pa
2026-07-02,2026-07-02,delhi,univariate,2026-07-05,3,PRmsl,ensemble,99956.453,Pa
2026-07-02,2026-07-02,delhi,univariate,2026-07-06,4,TMP2m,hqnn,33.467,°C
2026-07-02,2026-07-02,delhi,univariate,2026-07-06,4,TMP2m,ensemble,33.467,°C
2026-07-02,2026-07-02,delhi,univariate,2026-07-06,4,RH2m,hqnn,58.963,%
2026-07-02,2026-07-02,delhi,univariate,2026-07-06,4,RH2m,ensemble,58.963,%
2026-07-02,2026-07-02,delhi,univariate,2026-07-06,4,PRmsl,hqnn,99994.422,Pa
2026-07-02,2026-07-02,delhi,univariate,2026-07-06,4,PRmsl,ensemble,99994.422,Pa
2026-07-02,2026-07-02,delhi,univariate,2026-07-07,5,TMP2m,hqnn,31.742,°C
2026-07-02,2026-07-02,delhi,univariate,2026-07-07,5,TMP2m,ensemble,31.742,°C
2026-07-02,2026-07-02,delhi,univariate,2026-07-07,5,RH2m,hqnn,63.967,%
2026-07-02,2026-07-02,delhi,univariate,2026-07-07,5,RH2m,ensemble,63.967,%
2026-07-02,2026-07-02,delhi,univariate,2026-07-07,5,PRmsl,hqnn,99967.828,Pa
2026-07-02,2026-07-02,delhi,univariate,2026-07-07,5,PRmsl,ensemble,99967.828,Pa
